--
[0, -0.5, 0, -2, 0, 2, 0]
[0.344705, 0.158953, 0.561159, -2.47153, 0.496544, 2.29824, 0.0998836]
[-0.277688, 0.0480703, -0.616492, -2.61719, -0.734049, 2.06384, -0.0998159]
[0.424286, 0.345017, 0.537428, -2.24124, 0.127041, 2.51819, 0.1]
[0.185741, 0.0648535, 0.163941, -2.45497, 0.0230489, 2.14631, -0.1]
[0.628302, 0.427267, 0.675289, -2.24603, 0.539112, 2.642, 0.0998521]
[-0.399076, 0.0113794, -0.343928, -2.63245, -0.734578, 2.13902, -0.0999198]
--
[0, -0.5, 0, -2, 0, 2, 0]
[0.281954, 0.297732, 0.462021, -2.34442, 0.73148, 2.1523, 0.113517]
[-0.503946, -0.139644, -0.465945, -2.76262, -0.812579, 2.26692, -0.100916]
[0.402151, 0.327727, 0.501316, -2.29843, 0.644351, 2.5653, 0.0997644]
[0.16248, 0.00920292, 0.164416, -2.55617, 0.194415, 2.07981, -0.0236887]
[0.53979, 0.382056, 0.802907, -2.37879, 0.202726, 2.85454, 0.103637]
[-0.310032, 0.0591429, -0.2734, -2.57484, -0.755703, 1.9734, -0.10002]
