--
[0, -0.5, 0, -2, 0, 2, 0]
[0.369927, 0.243521, 0.650803, -2.44176, 0.30427, 2.71963, 0.0966425]
[-0.973033, 0.241922, -0.332361, -2.43318, -1.14362, 2.4819, -0.0898558]
[0.413995, 0.439715, 0.49218, -2.22281, 0.278675, 2.6067, 0.0315092]
[0.132377, 0.0959818, 0.153415, -2.48018, -0.0216499, 2.15306, -0.0669853]
[0.476066, 0.135105, 0.579713, -2.50838, 0.569393, 2.45071, 0.0843139]
[-0.401476, 0.0171861, -0.44898, -2.59606, -0.614035, 2.10473, -0.0992843]
--
[0, -0.5, 0, -2, 0, 2, 0]
[0.3005, 0.233598, 0.733572, -2.43852, -0.0103336, 2.65006, 0.102283]
[-0.203438, 0.0872521, -0.335263, -2.54143, -0.796211, 2.24152, -0.100854]
[0.294932, 0.327533, 0.625153, -2.36071, 0.554523, 2.78251, 0.0999942]
[0.0866379, -0.0205705, 0.0398254, -2.52806, 0.0964558, 2.08186, -0.0999965]
[0.456404, 0.165731, 0.583955, -2.47365, 0.496476, 2.392, 0.100001]
[-0.368901, 0.124728, -0.370187, -2.50804, -0.659998, 1.9805, -0.0977395]
