--
[0, -0.5, 0, -2, 0, 2, 0]
[0.903674, 0.235197, -0.0923317, -2.41163, 0.714845, 2.71075, 0.0961484]
[-0.951167, 0.476682, -0.0258678, -2.10551, 0.670717, 2.67111, -0.021426]
[0.442544, 0.387583, 0.428539, -2.19094, 0.652629, 2.40767, 0.0978148]
[0.0925481, 0.144449, 0.199038, -2.43541, 0.362574, 2.17971, -0.0720881]
[0.490651, 0.0558199, 0.430101, -2.5904, 0.660119, 2.46215, -0.056863]
[-0.599017, 0.0647775, -0.427288, -2.49969, -0.279118, 2.1193, 0.0945233]
--
[0, -0.5, 0, -2, 0, 2, 0]
[0.276322, 0.294796, 0.363389, -2.28544, 0.600601, 2.412, 0.0997195]
[-0.415402, 0.0848852, -0.213912, -2.52933, -0.884959, 2.16264, -0.100016]
[0.429563, 0.316833, 0.504622, -2.26978, 0.244894, 2.50976, 0.0996103]
[0.152432, 0.0420804, 0.077651, -2.49097, 0.168163, 2.02521, -0.1]
[0.477635, 0.089366, 0.488798, -2.50919, 0.354369, 2.35724, 0.0940518]
[-0.46103, 0.113153, -0.262709, -2.50992, -0.652831, 1.99672, 0.101175]
