--
[0, -0.5, 0, -2, 0, 2, 0]
[0.386358, 0.338085, 0.371091, -2.27702, 0.541578, 2.62697, 0.0914972]
[-0.419358, 0.178535, -0.237187, -2.41867, -0.511065, 2.45607, -0.0563667]
[0.435585, -0.13173, 0.453553, -2.80893, 0.304393, 2.70312, 0.0933388]
[-0.999992, 0.370094, 1.06116, -2.64371, -0.714703, 2.99725, 0.0899739]
[0.0717918, 0.395496, 0.786016, -2.36786, 0.713824, 2.7943, 0.0999977]
[-0.418154, 0.226665, -0.433919, -2.38199, -0.798587, 1.79906, -0.0680305]
--
[0, -0.5, 0, -2, 0, 2, 0]
[0.259495, 0.404977, 0.408907, -2.15445, 0.766948, 2.46432, 0.100039]
[-0.246563, 0.0899674, -0.440815, -2.51246, -0.432701, 2.35445, -0.100023]
[0.25516, 0.0378579, 0.40197, -2.61121, 0.651576, 2.32542, 0.0858115]
[0.116948, 0.020466, 0.117604, -2.54227, 0.209483, 2.17395, 0.1]
[0.388528, 0.358156, 0.450129, -2.23952, 0.647875, 2.55164, 0.040418]
[-0.422038, 0.0473664, -0.318178, -2.46092, -0.588229, 1.93576, -0.061237]
