--
[0, -0.5, 0, -2, 0, 2, 0]
[0.307911, 0.00178203, 0.529808, -2.64693, 0.526022, 2.22623, 0.0945523]
[-0.294217, 0.183728, -0.411643, -2.42198, -0.600218, 2.09858, -0.0975265]
[0.398948, 0.170038, 0.504675, -2.42568, 0.271265, 2.34984, 0.1]
[0.132338, 0.0978774, 0.16176, -2.42143, 0.11328, 2.11127, 0.0998815]
[0.399658, -0.0216841, 0.386738, -2.64388, 0.415881, 2.39555, 0.096631]
[-0.494296, 0.146673, -0.411174, -2.46288, -0.606383, 2.03295, -0.0980133]
--
[0, -0.5, 0, -2, 0, 2, 0]
[0.373958, -0.0586886, 0.423606, -2.72345, 0.707616, 2.26899, 0.101156]
[-0.443146, 0.107738, -0.311471, -2.52611, -0.639263, 2.11546, 0.100503]
[0.382288, 0.183285, 0.454874, -2.42671, 0.471037, 2.32054, 0.1]
[0.0996476, 0.20854, 0.10741, -2.30224, 0.157447, 2.28116, -0.1]
[0.345543, 0.115047, 0.430263, -2.48757, 0.350226, 2.2212, 0.0999792]
[-0.443765, 0.15306, -0.423607, -2.48939, -0.620737, 2.12115, -0.0999911]
