--
[0, -0.5, 0, -2, 0, 2, 0]
[0.563244, 0.281693, 0.583284, -2.33057, 0.402696, 2.57119, 0.100048]
[-0.451424, -0.0943664, -0.292379, -2.76678, -0.913733, 2.00906, -0.100082]
[0.389231, 0.0565713, 0.544677, -2.5553, 0.213472, 2.32029, 0.100001]
[0.129969, 0.0783474, 0.223946, -2.48213, 0.0593782, 2.18399, -0.0573683]
[0.405435, 0.451466, 0.497694, -2.12004, 0.384635, 2.55553, 0.0997669]
[-0.388656, 0.161373, -0.347673, -2.42941, -0.533276, 2.07418, -0.0999015]
--
[0, -0.5, 0, -2, 0, 2, 0]
[0.438179, 0.340688, 0.677359, -2.3357, 0.563324, 2.58768, 0.0995782]
[-0.244801, -0.0132949, -0.673181, -2.58019, -0.242751, 2.20815, -0.0999996]
[0.438453, 0.0438682, 0.484037, -2.56513, 0.251962, 2.33107, 0.0817004]
[0.176285, -0.0330816, 0.203465, -2.61786, 0.0104859, 1.96285, -0.100003]
[0.359509, 0.468807, 0.522844, -2.10987, 0.512727, 2.54203, 0.100035]
[-0.462269, 0.134163, -0.393336, -2.48525, -0.539618, 2.04524, -0.100005]
