--
[0, -0.5, 0, -2, 0, 2, 0]
[0.366978, 0.323998, 0.674929, -2.36868, 0.786178, 2.55841, 0.0841796]
[-0.268478, 0.0679848, -0.484713, -2.53425, -0.528929, 2.13857, -0.1]
[0.314724, 0.265257, 0.537523, -2.32445, 0.0779956, 2.52658, 0.0317779]
[0.285584, 0.0717977, 0.303976, -2.52806, -0.00204419, 2.10694, 0.0944158]
[0.30467, 0.432384, 0.546629, -2.2267, 0.0435499, 2.83194, 0.099892]
[-0.443789, 0.0592483, -0.444083, -2.5162, -0.615821, 2.0255, -0.099007]
--
[0, -0.5, 0, -2, 0, 2, 0]
[0.298206, 0.440101, 0.860102, -2.3001, 1.90685, 2.98917, 0.0937774]
[-0.984912, 0.600505, -0.241267, -2.0722, -0.151403, 3.00002, 0.0243952]
[0.477422, 0.311707, 0.277303, -2.29446, 0.754861, 2.45008, 0.0978416]
[-0.0621886, 0.196532, 0.213912, -2.38821, 0.351061, 2.22894, -0.091608]
[0.413096, 0.494297, 0.444473, -2.05074, 0.387979, 2.63397, 0.0439186]
[-0.586968, 0.0436212, -0.424597, -2.63661, -0.608919, 2.15923, -0.1]
