--
[-2, 0, 1.5708, 1, 1, 0, 0, 0]
[-3.65657, -0.573304, -1.90402, 1.36189, 0.866432, -1.53093, 1.22172, -1.6476]
[-0.18403, 0.494174, 0.362971, 1.43834, 1.57926, 1.94531, -0.648756, 0.076518]
[-3.81355, 0.237394, -4, -1.58794, -0.200313, -2, -2, 2]
[0.268085, 0.860711, -0.211892, 1.43211, 1.67889, -1.45939, 0.0305011, 0.936986]
[-4.60633, 1.8218, -0.180829, 1.35524, 0.880551, 2, 1.77447, -0.2663]
[-0.9551460000000001, -0.328033, 2.13063, 1.7, 0.434272, -0.776467, 0.114607, -0.50082]
[-3.77349, -0.270243, 1.53015, -1.65359, 0.0623192, -1.02275, -1.06393, 0.539412]
[1.06742, 0.418811, -0.929719, 1.47412, 0.6906679999999999, -1.66623, -0.568905, -0.517088]
[-5.56459, 0.548982, 0.346135, 1.11172, 1.64835, 1.9925, 1.92635, -1.98687]
[0.461557, 0.679937, 2.5706, -1.36507, -1.09777, 2, -1.34637, -0.904178]
[-3.83834, 0.872441, 1.89764, -1.68074, 0.159688, -0.0466146, 1.5154, 2]
[1.0683, -0.280633, 4.00005, 1.7, 0.0529487, 2, 2, -0.0813629]
